wallet,source_url,title,is_security_fix,silent_fix_prob,vuln_class,reason,mechanism
metamask,https://github.com/MetaMask/metamask-extension/pull/24278,feat: Snaps JSX integration,0,0.15,none,"This is a feature integration of a new JSX rendering system for Snaps UI, with test data updates and a patch file removal; no custody-relevant guard, validation, or key/signing path is modified.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/22734,useDisplayName Hook and Integration into <Name/> Component,0,0.05,none,"This change introduces a new React hook for displaying token/contract names in the UI, which is a feature/refactor and does not touch any custody-relevant paths.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/20554,[FLASK] Transaction Insights V2 Integration,0,0.15,none,"This PR implements the Transaction Insights V2 feature (SIP-11), adding warning UI components, analytics tracking, and feature flag plumbing — it is a new feature, not a fix for an existing vulnerabil",other
metamask,https://github.com/MetaMask/metamask-extension/pull/17344,Nit fixes for story-test integration,0,0.02,none,"This PR only moves test dependencies to devDependencies and adjusts lint comments in storybook files, with no changes to key, signing, approval, or transport code.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/14557,Adding popular custom network integration,0,0.05,none,"This is a feature addition for adding popular custom networks, consisting of new localization strings and SVG icons, with no changes to key, signing, approval, or transport security paths.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/14605,Snap notifications integration,0,0.05,none,"This is a feature addition integrating a Snap notifications system (NotificationController, UI, selectors, actions, tests) with no guards or fixes on any custody-relevant path.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/12242,Lavamoat build system integration for WebApp,0,0.15,none,"This adds a build-time feature flag to optionally load LavaMoat runtime scripts, but explicitly does not enable LavaMoat on any page yet — it is groundwork/infrastructure for a future security hardeni",other
metamask,https://github.com/MetaMask/metamask-extension/pull/4405,Integration ENS with IPFS,0,0.05,none,"This diff adds static 404/error HTML pages and image assets for an ENS-to-IPFS resolution feature, with no changes to key, signing, approval, or transport security paths.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/9835,Fix onboarding library integration,0,0.25,none,"This is an onboarding flow/state-management bug fix ensuring the user reaches the end-of-flow screen before onboarding state is cleared; it does not touch key generation, storage, signing, or any cust",other
metamask,https://github.com/MetaMask/metamask-extension/pull/41404,fix: update legacy tooltip icon color for Firefox compatibility,0,0.05,none,"This is a UI styling fix updating a legacy tooltip icon component for Firefox compatibility, with no impact on key material, signing, approvals, or any custody-relevant path.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/30120,fix: (cherry-pick) use intl locale for compatibility with Intl.NumberFormat (#30113),0,0.05,none,"This is a UI locale compatibility refactor switching getLocale to getIntlLocale for Intl.NumberFormat, with no impact on key material, signing, approvals, or any custody-relevant path.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/11867,Restore Firefox compatibility,0,0.15,none,"This is a Firefox compatibility restoration that incidentally tightens CSP by removing unsafe-eval, but the motivation is browser support and lint reactivation, not fixing a custody-relevant defect.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/596,Edge compatibility,0,0.05,none,"This is a browser compatibility change adding Microsoft Edge support to the wallet extension (API shims, build targets, popup type changes, and forEach-to-for refactors), with no custody-relevant guar",other
metamask,https://github.com/MetaMask/metamask-extension/pull/700,Add Opera compatibility,0,0.15,none,"This is an Opera browser compatibility change adding icon sizes, adjusting a ChromeOS keyboard shortcut, and swapping manifest permissions for clipboard access — not a fix for any custody-relevant def",other
metamask-core,https://github.com/MetaMask/core/pull/9224,fix(perps-controller): add fetch timeout and prevent name downgrade in Terminal API integration,0,0.05,none,"This change adds a fetch timeout and prevents market-data name downgrades in a price/market display service, with no impact on keys, signing, approvals, or custody paths.",other
metamask-core,https://github.com/MetaMask/core/pull/7922,feat(ramps):  Add TransakService for native deposit flow integration,0,0.05,none,"This is a new feature adding a Transak native deposit flow integration (OTP auth, KYC, quoting, order lifecycle) with associated state and tests, not a fix to any custody-relevant defect.",other
metamask-core,https://github.com/MetaMask/core/pull/6862,feat: Swaps tron integration,0,0.05,none,"This is a feature addition extending bridge/swap controller to support Tron blockchain transactions, with no changes to key handling, signing validation, or security guards.",other
metamask-core,https://github.com/MetaMask/core/pull/4429,fix: disable some transaction controller integration tests,0,0.0,none,"This change only disables integration tests and adjusts coverage thresholds; it touches no wallet source, key, signing, or custody-relevant code.",other
metamask-core,https://github.com/MetaMask/core/pull/4687,feat: network-syncing and user storage controller integration,0,0.05,none,"This is a feature addition wiring up network-syncing to user storage behind a flag, with no guards or fixes to key/signing/approval/transport paths.",other
metamask-core,https://github.com/MetaMask/core/pull/4701,feat: add main network sync controller integration,0,0.05,none,"This diff adds tests and integration plumbing for a new network-sync feature in UserStorageController, with no changes to key material, signing, approval, transport, or any custody-relevant path.",other
metamask-core,https://github.com/MetaMask/core/pull/3789,Transaction multichain integration,0,0.05,none,"This diff only adds a dependency and reworks test mocks for a multichain transaction feature, with no changes to key, signing, approval, or transport security logic.",other
metamask-core,https://github.com/MetaMask/core/pull/3791,Add initial IncomingTransactionPolling integration spec,0,0.05,none,"This change only adds test specs and test mocks for incoming transaction polling along with dev dependencies in package.json; no wallet source, key, or signing paths are modified.",other
metamask-core,https://github.com/MetaMask/core/pull/3788,Fix first TransactionController Integration spec,0,0.05,none,"The diff only modifies test mocks and package.json devDependencies to fix an integration spec, with no changes to wallet source code or custody-relevant paths.",other
metamask-core,https://github.com/MetaMask/core/pull/1738,`eth-json-rpc-provider` migration - Integration into `packages/`,0,0.05,none,"This is a monorepo migration of eth-json-rpc-provider with package metadata, changelog URLs, tsconfig references, and a type-to-value export change — no guards, validations, or custody-relevant defect",other
metamask-core,https://github.com/MetaMask/core/pull/8703,feat(accounts-controller): use `KeyringV1Adapter` for `SnapKeyring` (v2) accounts,0,0.15,none,"This is a refactoring to wrap SnapKeyringV2 in a KeyringV1Adapter for interface compatibility with the KeyringController; it does not add or remove any security guard, and the worst case of the pre-fi",other
metamask-core,https://github.com/MetaMask/core/pull/6991,feat(json-rpc-engine): Permit passing middleware functions to compatibility adapters,0,0.05,none,"This is a convenience feature allowing middleware functions to be passed directly to compatibility adapters, with no added guards or removal of exploitable conditions in custody-relevant paths.",other
metamask-core,https://github.com/MetaMask/core/pull/5069,fix: check push notification compatibility before setting up firebase,0,0.05,none,"The diff only adds a test file for push-notification/Firebase initialization compatibility, which is unrelated to key material, signing, approvals, or any custody-relevant subsystem.",other
metamask-core,https://github.com/MetaMask/core/pull/3654,OpenSea V2 -> V1 compatibility,0,0.02,none,"The diff only updates test mocks to match the OpenSea V2 API response schema; no wallet source, key, signing, or custody-relevant code is changed.",other
metamask-core,https://github.com/MetaMask/core/pull/1693,Add EIP-1559 compatibility validation for transaction creation,0,0.2,none,"Adds EIP-1559 compatibility validation to prevent invalid transaction submissions, which is a correctness/UX guard rather than a custody-protecting security fix.",other
